Neighborhood,Crime Amount
san-pedro,28
pacific-palisades,3
brentwood,0
harbor-city,7
wilmington,28
harbor-gateway,24
playa-del-rey,5
westchester,32
venice,11
mar-vista,2
playa-vista,3
del-rey,9
gramercy-park,5
manchester-square,1
hyde-park,18
chesterfield-square,3
harvard-park,7
leimert-park,6
sawtelle,13
rancho-park,2
palms,12
west-los-angeles,0
century-city,0
cheviot-hills,0
beverlywood,0
westwood,2
bel-air,1
baldwin-hillscrenshaw,9
west-adams,10
pico-robertson,2
mid-city,10
mid-wilshire,14
exposition-park,9
jefferson-park,6
arlington-heights,8
harvard-heights,9
carthay,2
beverly-grove,6
fairfax,10
hancock-park,6
koreatown,36
windsor-square,4
hollywood,30
larchmont,2
vermont-vista,23
broadway-manchester,17
green-meadows,26
vermont-knolls,24
watts,26
vermont-slauson,13
florence,42
vermont-square,25
south-park,19
central-alameda,25
adams-normandie,8
university-park,3
historic-south-central,28
pico-union,13
downtown,34
westlake,26
east-hollywood,31
silver-lake,17
chinatown,8
echo-park,13
elysian-park,1
elysian-valley,2
cypress-park,4
boyle-heights,46
lincoln-heights,8
el-sereno,12
montecito-heights,3
woodland-hills,25
tarzana,8
encino,10
sepulveda-basin,0
west-hills,11
chatsworth-reservoir,0
canoga-park,26
winnetka,10
reseda,25
lake-balboa,10
northridge,23
north-hills,10
porter-ranch,2
granada-hills,8
beverly-crest,3
studio-city,7
sherman-oaks,16
valley-village,10
valley-glen,17
hollywood-hills-west,3
hollywood-hills,6
toluca-lake,2
north-hollywood,28
van-nuys,51
panorama-city,32
mission-hills,6
arleta,14
pacoima,17
sun-valley,36
hansen-dam,1
shadow-hills,1
sunland,5
los-feliz,9
griffith-park,2
atwater-village,2
glassell-park,8
mount-washington,5
highland-park,16
eagle-rock,4
tujunga,5
sylmar,18
lake-view-terrace,2
