Neighborhood,Crime Amount
san-pedro,7
pacific-palisades,2
brentwood,8
harbor-city,1
wilmington,9
harbor-gateway,1
playa-del-rey,0
westchester,11
venice,8
mar-vista,0
playa-vista,1
del-rey,2
gramercy-park,1
manchester-square,1
hyde-park,11
chesterfield-square,0
harvard-park,0
leimert-park,1
sawtelle,6
rancho-park,0
palms,2
west-los-angeles,3
century-city,2
cheviot-hills,1
beverlywood,0
westwood,1
bel-air,1
baldwin-hillscrenshaw,2
west-adams,3
pico-robertson,0
mid-city,6
mid-wilshire,4
exposition-park,7
jefferson-park,4
arlington-heights,6
harvard-heights,4
carthay,1
beverly-grove,4
fairfax,7
hancock-park,2
koreatown,19
windsor-square,0
hollywood,26
larchmont,0
vermont-vista,2
broadway-manchester,4
green-meadows,2
vermont-knolls,4
watts,5
vermont-slauson,13
florence,2
vermont-square,5
south-park,4
central-alameda,3
adams-normandie,0
university-park,6
historic-south-central,5
pico-union,4
downtown,24
westlake,14
east-hollywood,8
silver-lake,4
chinatown,2
echo-park,3
elysian-park,2
elysian-valley,0
cypress-park,0
boyle-heights,10
lincoln-heights,0
el-sereno,2
montecito-heights,3
woodland-hills,10
tarzana,7
encino,8
sepulveda-basin,0
west-hills,8
chatsworth-reservoir,0
canoga-park,8
winnetka,6
reseda,13
lake-balboa,4
northridge,6
north-hills,6
porter-ranch,0
granada-hills,2
beverly-crest,1
studio-city,5
sherman-oaks,9
valley-village,0
valley-glen,6
hollywood-hills-west,3
hollywood-hills,1
toluca-lake,1
north-hollywood,10
van-nuys,14
panorama-city,7
mission-hills,2
arleta,3
pacoima,15
sun-valley,5
hansen-dam,0
shadow-hills,1
sunland,2
los-feliz,8
griffith-park,0
atwater-village,0
glassell-park,2
mount-washington,1
highland-park,4
eagle-rock,4
tujunga,1
sylmar,9
lake-view-terrace,3
