Neighborhood,Crime Amount
san-pedro,26
pacific-palisades,6
brentwood,7
harbor-city,15
wilmington,25
harbor-gateway,14
playa-del-rey,3
westchester,20
venice,49
mar-vista,5
playa-vista,3
del-rey,11
gramercy-park,8
manchester-square,8
hyde-park,21
chesterfield-square,10
harvard-park,3
leimert-park,11
sawtelle,15
rancho-park,0
palms,3
west-los-angeles,6
century-city,3
cheviot-hills,3
beverlywood,0
westwood,4
bel-air,2
baldwin-hillscrenshaw,19
west-adams,14
pico-robertson,3
mid-city,22
mid-wilshire,16
exposition-park,16
jefferson-park,11
arlington-heights,6
harvard-heights,14
carthay,3
beverly-grove,23
fairfax,12
hancock-park,5
koreatown,34
windsor-square,4
hollywood,87
larchmont,4
vermont-vista,18
broadway-manchester,20
green-meadows,27
vermont-knolls,22
watts,31
vermont-slauson,21
florence,35
vermont-square,18
south-park,13
central-alameda,18
adams-normandie,11
university-park,7
historic-south-central,26
pico-union,18
downtown,82
westlake,48
east-hollywood,33
silver-lake,13
chinatown,10
echo-park,23
elysian-park,2
elysian-valley,2
cypress-park,9
boyle-heights,54
lincoln-heights,13
el-sereno,10
montecito-heights,5
woodland-hills,17
tarzana,12
encino,15
sepulveda-basin,4
west-hills,10
chatsworth-reservoir,0
canoga-park,31
winnetka,24
reseda,20
lake-balboa,8
northridge,21
north-hills,23
porter-ranch,6
granada-hills,17
beverly-crest,4
studio-city,18
sherman-oaks,37
valley-village,6
valley-glen,17
hollywood-hills-west,8
hollywood-hills,18
toluca-lake,5
north-hollywood,36
van-nuys,54
panorama-city,19
mission-hills,6
arleta,3
pacoima,23
sun-valley,22
hansen-dam,1
shadow-hills,3
sunland,4
los-feliz,19
griffith-park,0
atwater-village,7
glassell-park,12
mount-washington,1
highland-park,21
eagle-rock,4
tujunga,8
sylmar,26
lake-view-terrace,2
