Neighborhood,Crime Amount
san-pedro,21
pacific-palisades,4
brentwood,20
harbor-city,9
wilmington,21
harbor-gateway,10
playa-del-rey,5
westchester,18
venice,17
mar-vista,11
playa-vista,3
del-rey,15
gramercy-park,3
manchester-square,2
hyde-park,20
chesterfield-square,6
harvard-park,8
leimert-park,7
sawtelle,16
rancho-park,3
palms,6
west-los-angeles,8
century-city,3
cheviot-hills,4
beverlywood,2
westwood,10
bel-air,3
baldwin-hillscrenshaw,4
west-adams,7
pico-robertson,9
mid-city,19
mid-wilshire,12
exposition-park,6
jefferson-park,7
arlington-heights,3
harvard-heights,2
carthay,0
beverly-grove,16
fairfax,13
hancock-park,9
koreatown,21
windsor-square,3
hollywood,25
larchmont,3
vermont-vista,11
broadway-manchester,8
green-meadows,6
vermont-knolls,10
watts,5
vermont-slauson,8
florence,15
vermont-square,16
south-park,8
central-alameda,7
adams-normandie,8
university-park,6
historic-south-central,8
pico-union,7
downtown,35
westlake,30
east-hollywood,11
silver-lake,10
chinatown,3
echo-park,5
elysian-park,0
elysian-valley,0
cypress-park,1
boyle-heights,21
lincoln-heights,3
el-sereno,6
montecito-heights,1
woodland-hills,30
tarzana,14
encino,28
sepulveda-basin,1
west-hills,10
chatsworth-reservoir,0
canoga-park,13
winnetka,14
reseda,6
lake-balboa,5
northridge,16
north-hills,9
porter-ranch,6
granada-hills,23
beverly-crest,3
studio-city,19
sherman-oaks,29
valley-village,4
valley-glen,15
hollywood-hills-west,3
hollywood-hills,11
toluca-lake,3
north-hollywood,22
van-nuys,34
panorama-city,8
mission-hills,2
arleta,2
pacoima,14
sun-valley,11
hansen-dam,0
shadow-hills,5
sunland,6
los-feliz,15
griffith-park,0
atwater-village,0
glassell-park,3
mount-washington,2
highland-park,8
eagle-rock,19
tujunga,9
sylmar,15
lake-view-terrace,1
