Neighborhood,Crime Amount
san-pedro,42
pacific-palisades,2
brentwood,4
harbor-city,15
wilmington,33
harbor-gateway,13
playa-del-rey,4
westchester,32
venice,9
mar-vista,7
playa-vista,2
del-rey,4
gramercy-park,1
manchester-square,5
hyde-park,19
chesterfield-square,5
harvard-park,5
leimert-park,6
sawtelle,11
rancho-park,2
palms,8
west-los-angeles,1
century-city,0
cheviot-hills,3
beverlywood,0
westwood,7
bel-air,0
baldwin-hillscrenshaw,13
west-adams,9
pico-robertson,5
mid-city,13
mid-wilshire,9
exposition-park,13
jefferson-park,13
arlington-heights,5
harvard-heights,8
carthay,1
beverly-grove,4
fairfax,3
hancock-park,4
koreatown,36
windsor-square,0
hollywood,28
larchmont,3
vermont-vista,16
broadway-manchester,23
green-meadows,23
vermont-knolls,20
watts,20
vermont-slauson,16
florence,39
vermont-square,31
south-park,30
central-alameda,21
adams-normandie,12
university-park,4
historic-south-central,27
pico-union,19
downtown,34
westlake,29
east-hollywood,23
silver-lake,15
chinatown,4
echo-park,6
elysian-park,1
elysian-valley,0
cypress-park,7
boyle-heights,56
lincoln-heights,10
el-sereno,18
montecito-heights,3
woodland-hills,21
tarzana,5
encino,10
sepulveda-basin,0
west-hills,3
chatsworth-reservoir,0
canoga-park,37
winnetka,12
reseda,32
lake-balboa,10
northridge,18
north-hills,18
porter-ranch,1
granada-hills,9
beverly-crest,1
studio-city,7
sherman-oaks,11
valley-village,6
valley-glen,33
hollywood-hills-west,1
hollywood-hills,9
toluca-lake,2
north-hollywood,30
van-nuys,65
panorama-city,41
mission-hills,9
arleta,12
pacoima,30
sun-valley,41
hansen-dam,1
shadow-hills,5
sunland,7
los-feliz,14
griffith-park,1
atwater-village,4
glassell-park,10
mount-washington,7
highland-park,20
eagle-rock,8
tujunga,8
sylmar,45
lake-view-terrace,10
