Neighborhood,Crime Amount
san-pedro,59
pacific-palisades,5
brentwood,9
harbor-city,13
wilmington,26
harbor-gateway,17
playa-del-rey,4
westchester,29
venice,44
mar-vista,7
playa-vista,4
del-rey,9
gramercy-park,7
manchester-square,21
hyde-park,42
chesterfield-square,14
harvard-park,14
leimert-park,13
sawtelle,14
rancho-park,1
palms,9
west-los-angeles,5
century-city,5
cheviot-hills,1
beverlywood,2
westwood,17
bel-air,1
baldwin-hillscrenshaw,33
west-adams,14
pico-robertson,4
mid-city,34
mid-wilshire,27
exposition-park,42
jefferson-park,12
arlington-heights,20
harvard-heights,21
carthay,11
beverly-grove,10
fairfax,13
hancock-park,7
koreatown,76
windsor-square,0
hollywood,106
larchmont,1
vermont-vista,30
broadway-manchester,21
green-meadows,19
vermont-knolls,29
watts,34
vermont-slauson,34
florence,61
vermont-square,47
south-park,37
central-alameda,28
adams-normandie,13
university-park,7
historic-south-central,52
pico-union,42
downtown,252
westlake,83
east-hollywood,49
silver-lake,18
chinatown,5
echo-park,23
elysian-park,3
elysian-valley,2
cypress-park,8
boyle-heights,79
lincoln-heights,23
el-sereno,18
montecito-heights,4
woodland-hills,35
tarzana,15
encino,12
sepulveda-basin,0
west-hills,14
chatsworth-reservoir,0
canoga-park,48
winnetka,27
reseda,31
lake-balboa,9
northridge,31
north-hills,36
porter-ranch,2
granada-hills,10
beverly-crest,4
studio-city,16
sherman-oaks,26
valley-village,7
valley-glen,30
hollywood-hills-west,8
hollywood-hills,10
toluca-lake,2
north-hollywood,68
van-nuys,87
panorama-city,42
mission-hills,13
arleta,8
pacoima,56
sun-valley,37
hansen-dam,1
shadow-hills,4
sunland,4
los-feliz,13
griffith-park,0
atwater-village,3
glassell-park,10
mount-washington,2
highland-park,39
eagle-rock,20
tujunga,9
sylmar,24
lake-view-terrace,5
