Neighborhood,Crime Amount
san-pedro,10
pacific-palisades,2
brentwood,5
harbor-city,2
wilmington,7
harbor-gateway,4
playa-del-rey,0
westchester,8
venice,2
mar-vista,3
playa-vista,0
del-rey,2
gramercy-park,3
manchester-square,1
hyde-park,7
chesterfield-square,0
harvard-park,2
leimert-park,0
sawtelle,5
rancho-park,0
palms,2
west-los-angeles,3
century-city,2
cheviot-hills,0
beverlywood,0
westwood,1
bel-air,0
baldwin-hillscrenshaw,8
west-adams,3
pico-robertson,1
mid-city,2
mid-wilshire,8
exposition-park,10
jefferson-park,2
arlington-heights,0
harvard-heights,4
carthay,1
beverly-grove,5
fairfax,1
hancock-park,2
koreatown,17
windsor-square,0
hollywood,35
larchmont,0
vermont-vista,4
broadway-manchester,6
green-meadows,2
vermont-knolls,5
watts,4
vermont-slauson,7
florence,6
vermont-square,8
south-park,7
central-alameda,3
adams-normandie,3
university-park,7
historic-south-central,6
pico-union,11
downtown,30
westlake,17
east-hollywood,10
silver-lake,1
chinatown,1
echo-park,5
elysian-park,3
elysian-valley,1
cypress-park,2
boyle-heights,15
lincoln-heights,1
el-sereno,2
montecito-heights,2
woodland-hills,4
tarzana,2
encino,3
sepulveda-basin,1
west-hills,2
chatsworth-reservoir,0
canoga-park,6
winnetka,5
reseda,8
lake-balboa,3
northridge,13
north-hills,9
porter-ranch,1
granada-hills,6
beverly-crest,3
studio-city,8
sherman-oaks,5
valley-village,3
valley-glen,10
hollywood-hills-west,1
hollywood-hills,5
toluca-lake,0
north-hollywood,15
van-nuys,19
panorama-city,6
mission-hills,2
arleta,1
pacoima,5
sun-valley,6
hansen-dam,0
shadow-hills,1
sunland,4
los-feliz,3
griffith-park,2
atwater-village,1
glassell-park,1
mount-washington,0
highland-park,8
eagle-rock,1
tujunga,4
sylmar,12
lake-view-terrace,1
