Neighborhood,Crime Amount
san-pedro,26
pacific-palisades,7
brentwood,13
harbor-city,5
wilmington,14
harbor-gateway,13
playa-del-rey,3
westchester,30
venice,15
mar-vista,7
playa-vista,7
del-rey,15
gramercy-park,2
manchester-square,8
hyde-park,15
chesterfield-square,1
harvard-park,7
leimert-park,3
sawtelle,16
rancho-park,1
palms,13
west-los-angeles,4
century-city,1
cheviot-hills,3
beverlywood,1
westwood,6
bel-air,3
baldwin-hillscrenshaw,19
west-adams,9
pico-robertson,9
mid-city,14
mid-wilshire,22
exposition-park,8
jefferson-park,4
arlington-heights,5
harvard-heights,6
carthay,3
beverly-grove,9
fairfax,9
hancock-park,3
koreatown,42
windsor-square,3
hollywood,38
larchmont,2
vermont-vista,6
broadway-manchester,11
green-meadows,11
vermont-knolls,11
watts,6
vermont-slauson,12
florence,18
vermont-square,13
south-park,4
central-alameda,8
adams-normandie,6
university-park,4
historic-south-central,15
pico-union,8
downtown,51
westlake,21
east-hollywood,15
silver-lake,7
chinatown,3
echo-park,9
elysian-park,1
elysian-valley,3
cypress-park,2
boyle-heights,17
lincoln-heights,3
el-sereno,9
montecito-heights,2
woodland-hills,43
tarzana,25
encino,22
sepulveda-basin,0
west-hills,22
chatsworth-reservoir,0
canoga-park,40
winnetka,15
reseda,19
lake-balboa,8
northridge,34
north-hills,17
porter-ranch,7
granada-hills,27
beverly-crest,5
studio-city,18
sherman-oaks,39
valley-village,7
valley-glen,43
hollywood-hills-west,3
hollywood-hills,10
toluca-lake,2
north-hollywood,32
van-nuys,43
panorama-city,17
mission-hills,5
arleta,6
pacoima,18
sun-valley,22
hansen-dam,1
shadow-hills,11
sunland,5
los-feliz,2
griffith-park,0
atwater-village,1
glassell-park,13
mount-washington,3
highland-park,9
eagle-rock,7
tujunga,12
sylmar,16
lake-view-terrace,3
