Neighborhood,Crime Amount
san-pedro,15
pacific-palisades,0
brentwood,1
harbor-city,1
wilmington,12
harbor-gateway,7
playa-del-rey,0
westchester,6
venice,8
mar-vista,0
playa-vista,0
del-rey,0
gramercy-park,4
manchester-square,9
hyde-park,7
chesterfield-square,2
harvard-park,4
leimert-park,5
sawtelle,6
rancho-park,0
palms,5
west-los-angeles,1
century-city,1
cheviot-hills,0
beverlywood,0
westwood,3
bel-air,0
baldwin-hillscrenshaw,13
west-adams,5
pico-robertson,1
mid-city,9
mid-wilshire,10
exposition-park,17
jefferson-park,3
arlington-heights,5
harvard-heights,4
carthay,1
beverly-grove,9
fairfax,10
hancock-park,1
koreatown,26
windsor-square,2
hollywood,24
larchmont,0
vermont-vista,11
broadway-manchester,16
green-meadows,19
vermont-knolls,13
watts,10
vermont-slauson,20
florence,38
vermont-square,19
south-park,13
central-alameda,5
adams-normandie,2
university-park,7
historic-south-central,11
pico-union,17
downtown,62
westlake,42
east-hollywood,21
silver-lake,2
chinatown,1
echo-park,6
elysian-park,1
elysian-valley,1
cypress-park,1
boyle-heights,23
lincoln-heights,3
el-sereno,1
montecito-heights,1
woodland-hills,3
tarzana,2
encino,3
sepulveda-basin,1
west-hills,4
chatsworth-reservoir,0
canoga-park,13
winnetka,3
reseda,9
lake-balboa,2
northridge,6
north-hills,4
porter-ranch,0
granada-hills,3
beverly-crest,1
studio-city,4
sherman-oaks,5
valley-village,2
valley-glen,7
hollywood-hills-west,0
hollywood-hills,0
toluca-lake,2
north-hollywood,10
van-nuys,13
panorama-city,4
mission-hills,3
arleta,1
pacoima,8
sun-valley,8
hansen-dam,0
shadow-hills,0
sunland,1
los-feliz,2
griffith-park,0
atwater-village,1
glassell-park,1
mount-washington,0
highland-park,2
eagle-rock,1
tujunga,1
sylmar,6
lake-view-terrace,0
