Neighborhood,Crime Amount
san-pedro,3
pacific-palisades,1
brentwood,4
harbor-city,4
wilmington,7
harbor-gateway,5
playa-del-rey,3
westchester,8
venice,10
mar-vista,2
playa-vista,0
del-rey,0
gramercy-park,0
manchester-square,0
hyde-park,12
chesterfield-square,1
harvard-park,0
leimert-park,2
sawtelle,1
rancho-park,0
palms,1
west-los-angeles,0
century-city,1
cheviot-hills,0
beverlywood,0
westwood,2
bel-air,0
baldwin-hillscrenshaw,7
west-adams,1
pico-robertson,5
mid-city,7
mid-wilshire,7
exposition-park,11
jefferson-park,5
arlington-heights,5
harvard-heights,3
carthay,1
beverly-grove,2
fairfax,2
hancock-park,5
koreatown,13
windsor-square,0
hollywood,31
larchmont,0
vermont-vista,9
broadway-manchester,6
green-meadows,4
vermont-knolls,3
watts,7
vermont-slauson,3
florence,6
vermont-square,5
south-park,5
central-alameda,3
adams-normandie,3
university-park,5
historic-south-central,8
pico-union,8
downtown,32
westlake,18
east-hollywood,13
silver-lake,4
chinatown,1
echo-park,1
elysian-park,0
elysian-valley,0
cypress-park,0
boyle-heights,13
lincoln-heights,4
el-sereno,3
montecito-heights,1
woodland-hills,8
tarzana,3
encino,4
sepulveda-basin,1
west-hills,2
chatsworth-reservoir,0
canoga-park,6
winnetka,10
reseda,5
lake-balboa,5
northridge,9
north-hills,7
porter-ranch,2
granada-hills,6
beverly-crest,1
studio-city,1
sherman-oaks,6
valley-village,3
valley-glen,6
hollywood-hills-west,4
hollywood-hills,1
toluca-lake,1
north-hollywood,12
van-nuys,16
panorama-city,7
mission-hills,1
arleta,2
pacoima,5
sun-valley,4
hansen-dam,0
shadow-hills,0
sunland,1
los-feliz,1
griffith-park,0
atwater-village,0
glassell-park,3
mount-washington,1
highland-park,4
eagle-rock,2
tujunga,0
sylmar,5
lake-view-terrace,2
