Neighborhood,Crime Amount
san-pedro,12
pacific-palisades,0
brentwood,2
harbor-city,1
wilmington,5
harbor-gateway,3
playa-del-rey,0
westchester,7
venice,6
mar-vista,2
playa-vista,1
del-rey,5
gramercy-park,3
manchester-square,1
hyde-park,10
chesterfield-square,5
harvard-park,6
leimert-park,9
sawtelle,4
rancho-park,1
palms,2
west-los-angeles,2
century-city,0
cheviot-hills,0
beverlywood,0
westwood,9
bel-air,0
baldwin-hillscrenshaw,10
west-adams,2
pico-robertson,1
mid-city,10
mid-wilshire,6
exposition-park,15
jefferson-park,5
arlington-heights,4
harvard-heights,6
carthay,1
beverly-grove,2
fairfax,3
hancock-park,0
koreatown,17
windsor-square,0
hollywood,39
larchmont,0
vermont-vista,12
broadway-manchester,15
green-meadows,14
vermont-knolls,7
watts,15
vermont-slauson,24
florence,27
vermont-square,16
south-park,10
central-alameda,10
adams-normandie,4
university-park,4
historic-south-central,20
pico-union,12
downtown,41
westlake,30
east-hollywood,15
silver-lake,1
chinatown,2
echo-park,5
elysian-park,0
elysian-valley,0
cypress-park,1
boyle-heights,15
lincoln-heights,2
el-sereno,4
montecito-heights,0
woodland-hills,1
tarzana,5
encino,5
sepulveda-basin,2
west-hills,4
chatsworth-reservoir,0
canoga-park,14
winnetka,5
reseda,8
lake-balboa,1
northridge,9
north-hills,7
porter-ranch,0
granada-hills,1
beverly-crest,1
studio-city,5
sherman-oaks,3
valley-village,1
valley-glen,7
hollywood-hills-west,2
hollywood-hills,3
toluca-lake,1
north-hollywood,7
van-nuys,18
panorama-city,12
mission-hills,4
arleta,3
pacoima,8
sun-valley,6
hansen-dam,0
shadow-hills,1
sunland,1
los-feliz,2
griffith-park,0
atwater-village,0
glassell-park,1
mount-washington,0
highland-park,4
eagle-rock,2
tujunga,0
sylmar,6
lake-view-terrace,0
