Neighborhood,Crime Amount
san-pedro,27
pacific-palisades,8
brentwood,10
harbor-city,17
wilmington,22
harbor-gateway,19
playa-del-rey,1
westchester,32
venice,16
mar-vista,7
playa-vista,4
del-rey,8
gramercy-park,5
manchester-square,2
hyde-park,11
chesterfield-square,5
harvard-park,11
leimert-park,5
sawtelle,11
rancho-park,0
palms,12
west-los-angeles,0
century-city,2
cheviot-hills,0
beverlywood,1
westwood,0
bel-air,0
baldwin-hillscrenshaw,10
west-adams,8
pico-robertson,2
mid-city,20
mid-wilshire,10
exposition-park,25
jefferson-park,16
arlington-heights,4
harvard-heights,8
carthay,2
beverly-grove,2
fairfax,4
hancock-park,9
koreatown,40
windsor-square,1
hollywood,33
larchmont,4
vermont-vista,19
broadway-manchester,25
green-meadows,28
vermont-knolls,21
watts,22
vermont-slauson,26
florence,52
vermont-square,17
south-park,27
central-alameda,24
adams-normandie,4
university-park,9
historic-south-central,29
pico-union,24
downtown,38
westlake,39
east-hollywood,23
silver-lake,8
chinatown,1
echo-park,17
elysian-park,1
elysian-valley,1
cypress-park,3
boyle-heights,75
lincoln-heights,11
el-sereno,17
montecito-heights,8
woodland-hills,20
tarzana,7
encino,11
sepulveda-basin,2
west-hills,5
chatsworth-reservoir,0
canoga-park,24
winnetka,8
reseda,21
lake-balboa,14
northridge,14
north-hills,32
porter-ranch,1
granada-hills,11
beverly-crest,0
studio-city,11
sherman-oaks,23
valley-village,10
valley-glen,18
hollywood-hills-west,2
hollywood-hills,5
toluca-lake,1
north-hollywood,29
van-nuys,39
panorama-city,44
mission-hills,7
arleta,8
pacoima,30
sun-valley,37
hansen-dam,0
shadow-hills,1
sunland,3
los-feliz,6
griffith-park,0
atwater-village,7
glassell-park,12
mount-washington,3
highland-park,22
eagle-rock,7
tujunga,7
sylmar,25
lake-view-terrace,5
