Neighborhood,Crime Amount
san-pedro,7
pacific-palisades,2
brentwood,1
harbor-city,3
wilmington,10
harbor-gateway,7
playa-del-rey,2
westchester,10
venice,4
mar-vista,1
playa-vista,1
del-rey,2
gramercy-park,0
manchester-square,5
hyde-park,12
chesterfield-square,7
harvard-park,4
leimert-park,6
sawtelle,5
rancho-park,1
palms,4
west-los-angeles,2
century-city,1
cheviot-hills,1
beverlywood,0
westwood,3
bel-air,0
baldwin-hillscrenshaw,9
west-adams,6
pico-robertson,4
mid-city,6
mid-wilshire,6
exposition-park,21
jefferson-park,4
arlington-heights,11
harvard-heights,7
carthay,2
beverly-grove,4
fairfax,7
hancock-park,1
koreatown,29
windsor-square,0
hollywood,33
larchmont,2
vermont-vista,12
broadway-manchester,17
green-meadows,13
vermont-knolls,11
watts,14
vermont-slauson,10
florence,23
vermont-square,19
south-park,7
central-alameda,9
adams-normandie,3
university-park,5
historic-south-central,20
pico-union,16
downtown,62
westlake,17
east-hollywood,11
silver-lake,2
chinatown,3
echo-park,6
elysian-park,0
elysian-valley,0
cypress-park,0
boyle-heights,22
lincoln-heights,4
el-sereno,2
montecito-heights,2
woodland-hills,2
tarzana,8
encino,1
sepulveda-basin,0
west-hills,3
chatsworth-reservoir,0
canoga-park,11
winnetka,4
reseda,7
lake-balboa,0
northridge,8
north-hills,6
porter-ranch,1
granada-hills,3
beverly-crest,0
studio-city,7
sherman-oaks,4
valley-village,0
valley-glen,7
hollywood-hills-west,0
hollywood-hills,3
toluca-lake,1
north-hollywood,7
van-nuys,12
panorama-city,12
mission-hills,1
arleta,0
pacoima,8
sun-valley,8
hansen-dam,0
shadow-hills,0
sunland,1
los-feliz,1
griffith-park,0
atwater-village,2
glassell-park,2
mount-washington,0
highland-park,6
eagle-rock,1
tujunga,0
sylmar,3
lake-view-terrace,0
