Neighborhood,Crime Amount
san-pedro,8
pacific-palisades,3
brentwood,2
harbor-city,3
wilmington,2
harbor-gateway,4
playa-del-rey,0
westchester,7
venice,7
mar-vista,1
playa-vista,1
del-rey,2
gramercy-park,0
manchester-square,4
hyde-park,4
chesterfield-square,3
harvard-park,3
leimert-park,4
sawtelle,8
rancho-park,0
palms,0
west-los-angeles,2
century-city,0
cheviot-hills,4
beverlywood,0
westwood,3
bel-air,0
baldwin-hillscrenshaw,8
west-adams,4
pico-robertson,1
mid-city,8
mid-wilshire,5
exposition-park,4
jefferson-park,4
arlington-heights,1
harvard-heights,1
carthay,0
beverly-grove,7
fairfax,3
hancock-park,1
koreatown,16
windsor-square,1
hollywood,25
larchmont,0
vermont-vista,7
broadway-manchester,4
green-meadows,3
vermont-knolls,4
watts,5
vermont-slauson,5
florence,4
vermont-square,9
south-park,2
central-alameda,5
adams-normandie,4
university-park,10
historic-south-central,11
pico-union,11
downtown,37
westlake,15
east-hollywood,7
silver-lake,1
chinatown,4
echo-park,3
elysian-park,0
elysian-valley,1
cypress-park,2
boyle-heights,14
lincoln-heights,3
el-sereno,3
montecito-heights,1
woodland-hills,12
tarzana,5
encino,5
sepulveda-basin,0
west-hills,3
chatsworth-reservoir,0
canoga-park,7
winnetka,5
reseda,7
lake-balboa,1
northridge,8
north-hills,6
porter-ranch,2
granada-hills,5
beverly-crest,0
studio-city,6
sherman-oaks,9
valley-village,3
valley-glen,10
hollywood-hills-west,1
hollywood-hills,2
toluca-lake,1
north-hollywood,18
van-nuys,15
panorama-city,6
mission-hills,2
arleta,1
pacoima,14
sun-valley,6
hansen-dam,0
shadow-hills,0
sunland,1
los-feliz,4
griffith-park,0
atwater-village,1
glassell-park,0
mount-washington,0
highland-park,6
eagle-rock,3
tujunga,0
sylmar,9
lake-view-terrace,3
