Neighborhood,Crime Amount
san-pedro,18
pacific-palisades,7
brentwood,24
harbor-city,5
wilmington,18
harbor-gateway,11
playa-del-rey,3
westchester,12
venice,27
mar-vista,8
playa-vista,6
del-rey,7
gramercy-park,1
manchester-square,3
hyde-park,13
chesterfield-square,4
harvard-park,6
leimert-park,2
sawtelle,29
rancho-park,2
palms,11
west-los-angeles,13
century-city,6
cheviot-hills,6
beverlywood,2
westwood,30
bel-air,7
baldwin-hillscrenshaw,15
west-adams,6
pico-robertson,4
mid-city,22
mid-wilshire,12
exposition-park,6
jefferson-park,8
arlington-heights,4
harvard-heights,4
carthay,3
beverly-grove,19
fairfax,11
hancock-park,8
koreatown,30
windsor-square,2
hollywood,23
larchmont,3
vermont-vista,41
broadway-manchester,14
green-meadows,18
vermont-knolls,9
watts,4
vermont-slauson,8
florence,6
vermont-square,13
south-park,8
central-alameda,3
adams-normandie,4
university-park,10
historic-south-central,9
pico-union,9
downtown,40
westlake,21
east-hollywood,13
silver-lake,12
chinatown,1
echo-park,10
elysian-park,1
elysian-valley,4
cypress-park,6
boyle-heights,16
lincoln-heights,3
el-sereno,2
montecito-heights,2
woodland-hills,40
tarzana,33
encino,32
sepulveda-basin,0
west-hills,12
chatsworth-reservoir,0
canoga-park,20
winnetka,13
reseda,15
lake-balboa,6
northridge,20
north-hills,9
porter-ranch,12
granada-hills,14
beverly-crest,5
studio-city,15
sherman-oaks,26
valley-village,4
valley-glen,19
hollywood-hills-west,9
hollywood-hills,15
toluca-lake,7
north-hollywood,28
van-nuys,21
panorama-city,6
mission-hills,3
arleta,2
pacoima,6
sun-valley,21
hansen-dam,0
shadow-hills,7
sunland,4
los-feliz,9
griffith-park,0
atwater-village,2
glassell-park,15
mount-washington,5
highland-park,9
eagle-rock,3
tujunga,13
sylmar,11
lake-view-terrace,2
