Neighborhood,Crime Amount
san-pedro,21
pacific-palisades,4
brentwood,9
harbor-city,4
wilmington,24
harbor-gateway,16
playa-del-rey,6
westchester,18
venice,16
mar-vista,12
playa-vista,5
del-rey,7
gramercy-park,2
manchester-square,6
hyde-park,22
chesterfield-square,4
harvard-park,12
leimert-park,6
sawtelle,19
rancho-park,2
palms,5
west-los-angeles,9
century-city,5
cheviot-hills,3
beverlywood,1
westwood,14
bel-air,4
baldwin-hillscrenshaw,14
west-adams,8
pico-robertson,7
mid-city,25
mid-wilshire,24
exposition-park,12
jefferson-park,8
arlington-heights,4
harvard-heights,5
carthay,2
beverly-grove,14
fairfax,20
hancock-park,9
koreatown,24
windsor-square,4
hollywood,25
larchmont,8
vermont-vista,20
broadway-manchester,14
green-meadows,9
vermont-knolls,7
watts,7
vermont-slauson,23
florence,9
vermont-square,18
south-park,7
central-alameda,5
adams-normandie,3
university-park,0
historic-south-central,7
pico-union,3
downtown,25
westlake,18
east-hollywood,15
silver-lake,14
chinatown,4
echo-park,12
elysian-park,0
elysian-valley,0
cypress-park,3
boyle-heights,20
lincoln-heights,6
el-sereno,2
montecito-heights,1
woodland-hills,21
tarzana,14
encino,18
sepulveda-basin,0
west-hills,10
chatsworth-reservoir,0
canoga-park,18
winnetka,10
reseda,8
lake-balboa,9
northridge,27
north-hills,10
porter-ranch,9
granada-hills,20
beverly-crest,4
studio-city,22
sherman-oaks,38
valley-village,7
valley-glen,11
hollywood-hills-west,11
hollywood-hills,9
toluca-lake,6
north-hollywood,14
van-nuys,18
panorama-city,9
mission-hills,1
arleta,3
pacoima,10
sun-valley,17
hansen-dam,0
shadow-hills,8
sunland,1
los-feliz,14
griffith-park,2
atwater-village,3
glassell-park,4
mount-washington,3
highland-park,2
eagle-rock,6
tujunga,10
sylmar,8
lake-view-terrace,3
