Neighborhood,Crime Amount
san-pedro,7
pacific-palisades,3
brentwood,2
harbor-city,2
wilmington,5
harbor-gateway,10
playa-del-rey,1
westchester,10
venice,10
mar-vista,4
playa-vista,0
del-rey,2
gramercy-park,4
manchester-square,4
hyde-park,11
chesterfield-square,9
harvard-park,7
leimert-park,3
sawtelle,8
rancho-park,0
palms,1
west-los-angeles,2
century-city,0
cheviot-hills,2
beverlywood,0
westwood,2
bel-air,0
baldwin-hillscrenshaw,13
west-adams,3
pico-robertson,1
mid-city,13
mid-wilshire,10
exposition-park,23
jefferson-park,7
arlington-heights,2
harvard-heights,6
carthay,3
beverly-grove,7
fairfax,7
hancock-park,2
koreatown,21
windsor-square,1
hollywood,41
larchmont,3
vermont-vista,10
broadway-manchester,16
green-meadows,16
vermont-knolls,23
watts,16
vermont-slauson,13
florence,30
vermont-square,25
south-park,13
central-alameda,10
adams-normandie,5
university-park,3
historic-south-central,13
pico-union,13
downtown,63
westlake,32
east-hollywood,10
silver-lake,1
chinatown,1
echo-park,5
elysian-park,1
elysian-valley,0
cypress-park,2
boyle-heights,28
lincoln-heights,4
el-sereno,5
montecito-heights,2
woodland-hills,7
tarzana,6
encino,3
sepulveda-basin,0
west-hills,4
chatsworth-reservoir,0
canoga-park,11
winnetka,6
reseda,7
lake-balboa,6
northridge,8
north-hills,10
porter-ranch,1
granada-hills,2
beverly-crest,0
studio-city,5
sherman-oaks,3
valley-village,2
valley-glen,6
hollywood-hills-west,0
hollywood-hills,4
toluca-lake,0
north-hollywood,13
van-nuys,11
panorama-city,13
mission-hills,4
arleta,0
pacoima,12
sun-valley,8
hansen-dam,0
shadow-hills,1
sunland,2
los-feliz,2
griffith-park,0
atwater-village,4
glassell-park,1
mount-washington,0
highland-park,5
eagle-rock,4
tujunga,1
sylmar,5
lake-view-terrace,0
