Neighborhood,Crime Amount
san-pedro,35
pacific-palisades,5
brentwood,10
harbor-city,7
wilmington,22
harbor-gateway,15
playa-del-rey,4
westchester,18
venice,52
mar-vista,14
playa-vista,2
del-rey,12
gramercy-park,5
manchester-square,4
hyde-park,21
chesterfield-square,4
harvard-park,5
leimert-park,17
sawtelle,16
rancho-park,2
palms,7
west-los-angeles,3
century-city,1
cheviot-hills,4
beverlywood,1
westwood,6
bel-air,1
baldwin-hillscrenshaw,24
west-adams,10
pico-robertson,5
mid-city,23
mid-wilshire,19
exposition-park,28
jefferson-park,16
arlington-heights,13
harvard-heights,6
carthay,1
beverly-grove,15
fairfax,11
hancock-park,3
koreatown,39
windsor-square,4
hollywood,74
larchmont,1
vermont-vista,23
broadway-manchester,22
green-meadows,30
vermont-knolls,20
watts,27
vermont-slauson,19
florence,45
vermont-square,29
south-park,23
central-alameda,16
adams-normandie,6
university-park,8
historic-south-central,18
pico-union,25
downtown,120
westlake,47
east-hollywood,33
silver-lake,16
chinatown,12
echo-park,12
elysian-park,6
elysian-valley,0
cypress-park,2
boyle-heights,48
lincoln-heights,11
el-sereno,11
montecito-heights,7
woodland-hills,23
tarzana,12
encino,6
sepulveda-basin,1
west-hills,8
chatsworth-reservoir,1
canoga-park,25
winnetka,10
reseda,23
lake-balboa,3
northridge,18
north-hills,21
porter-ranch,2
granada-hills,13
beverly-crest,1
studio-city,13
sherman-oaks,17
valley-village,5
valley-glen,24
hollywood-hills-west,4
hollywood-hills,15
toluca-lake,1
north-hollywood,33
van-nuys,63
panorama-city,26
mission-hills,6
arleta,12
pacoima,18
sun-valley,21
hansen-dam,1
shadow-hills,3
sunland,3
los-feliz,16
griffith-park,7
atwater-village,4
glassell-park,7
mount-washington,2
highland-park,16
eagle-rock,9
tujunga,6
sylmar,17
lake-view-terrace,1
