Neighborhood,Crime Amount
san-pedro,55
pacific-palisades,3
brentwood,8
harbor-city,15
wilmington,34
harbor-gateway,25
playa-del-rey,7
westchester,39
venice,40
mar-vista,8
playa-vista,2
del-rey,11
gramercy-park,10
manchester-square,10
hyde-park,38
chesterfield-square,7
harvard-park,6
leimert-park,14
sawtelle,21
rancho-park,2
palms,13
west-los-angeles,10
century-city,2
cheviot-hills,7
beverlywood,2
westwood,8
bel-air,0
baldwin-hillscrenshaw,39
west-adams,11
pico-robertson,12
mid-city,36
mid-wilshire,22
exposition-park,54
jefferson-park,28
arlington-heights,16
harvard-heights,12
carthay,1
beverly-grove,14
fairfax,9
hancock-park,6
koreatown,91
windsor-square,2
hollywood,88
larchmont,4
vermont-vista,30
broadway-manchester,50
green-meadows,30
vermont-knolls,31
watts,39
vermont-slauson,32
florence,61
vermont-square,57
south-park,33
central-alameda,39
adams-normandie,8
university-park,10
historic-south-central,46
pico-union,35
downtown,243
westlake,93
east-hollywood,64
silver-lake,13
chinatown,12
echo-park,22
elysian-park,5
elysian-valley,0
cypress-park,8
boyle-heights,88
lincoln-heights,33
el-sereno,28
montecito-heights,10
woodland-hills,32
tarzana,19
encino,13
sepulveda-basin,0
west-hills,16
chatsworth-reservoir,0
canoga-park,43
winnetka,26
reseda,30
lake-balboa,13
northridge,22
north-hills,37
porter-ranch,5
granada-hills,25
beverly-crest,2
studio-city,15
sherman-oaks,17
valley-village,10
valley-glen,27
hollywood-hills-west,3
hollywood-hills,11
toluca-lake,4
north-hollywood,60
van-nuys,99
panorama-city,42
mission-hills,10
arleta,10
pacoima,43
sun-valley,52
hansen-dam,1
shadow-hills,4
sunland,3
los-feliz,11
griffith-park,0
atwater-village,4
glassell-park,10
mount-washington,4
highland-park,30
eagle-rock,16
tujunga,6
sylmar,34
lake-view-terrace,7
