Neighborhood,Crime Amount
san-pedro,76
pacific-palisades,20
brentwood,35
harbor-city,26
wilmington,32
harbor-gateway,38
playa-del-rey,11
westchester,137
venice,85
mar-vista,29
playa-vista,27
del-rey,36
gramercy-park,14
manchester-square,26
hyde-park,43
chesterfield-square,14
harvard-park,24
leimert-park,26
sawtelle,66
rancho-park,10
palms,44
west-los-angeles,33
century-city,32
cheviot-hills,10
beverlywood,3
westwood,47
bel-air,5
baldwin-hillscrenshaw,69
west-adams,33
pico-robertson,25
mid-city,67
mid-wilshire,91
exposition-park,81
jefferson-park,29
arlington-heights,31
harvard-heights,23
carthay,14
beverly-grove,116
fairfax,63
hancock-park,33
koreatown,162
windsor-square,22
hollywood,274
larchmont,9
vermont-vista,28
broadway-manchester,42
green-meadows,38
vermont-knolls,33
watts,29
vermont-slauson,45
florence,62
vermont-square,80
south-park,37
central-alameda,29
adams-normandie,30
university-park,73
historic-south-central,61
pico-union,45
downtown,496
westlake,165
east-hollywood,102
silver-lake,51
chinatown,15
echo-park,35
elysian-park,4
elysian-valley,4
cypress-park,11
boyle-heights,113
lincoln-heights,39
el-sereno,20
montecito-heights,6
woodland-hills,112
tarzana,49
encino,56
sepulveda-basin,5
west-hills,57
chatsworth-reservoir,0
canoga-park,138
winnetka,34
reseda,60
lake-balboa,20
northridge,127
north-hills,45
porter-ranch,21
granada-hills,50
beverly-crest,11
studio-city,92
sherman-oaks,123
valley-village,48
valley-glen,71
hollywood-hills-west,26
hollywood-hills,56
toluca-lake,15
north-hollywood,155
van-nuys,173
panorama-city,86
mission-hills,28
arleta,20
pacoima,65
sun-valley,84
hansen-dam,1
shadow-hills,15
sunland,16
los-feliz,57
griffith-park,18
atwater-village,22
glassell-park,11
mount-washington,14
highland-park,40
eagle-rock,19
tujunga,27
sylmar,47
lake-view-terrace,10
